group_number,student1_id,student2_id,selected_countries,country_code,age_group,income,price_past,price_exp,sit_last_12months,sit_next_12months,reduced_consumption,increased_income,increased_spending
21,147200,147650,"ES, EL, PT, DE",DE,35-49,First quintile,Prices went up a lot,Prices will increase a lot,Somewhat worse off,Somewhat worse off,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fourth quintile,Prices stayed exactly the same,Prices will be exactly the same,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Third quintile,Prices went up a little,Prices will increase a little,About the same,About the same,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,First quintile,Prices went up a lot,Prices will increase a lot,Somewhat worse off,Somewhat worse off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fourth quintile,Prices went up a lot,Prices will increase a little,Somewhat better off,Somewhat better off,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices went up a little,Prices will increase a little,About the same,About the same,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Fifth quintile,Prices stayed exactly the same,Prices will be exactly the same,Somewhat better off,Somewhat better off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,First quintile,Prices went up a lot,Prices will increase a lot,Much worse off,Much worse off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a little,Prices will increase a lot,About the same,About the same,Yes (cheaper or fewer goods),No changes,Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,71 and older,Second quintile,Prices went up a lot,Prices will decrease a little,Somewhat worse off,Somewhat worse off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Third quintile,Prices went up a lot,Prices will increase a lot,Much worse off,Much worse off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Second quintile,Prices went up a lot,Prices will increase a lot,Much worse off,Much worse off,No changes,No changes,Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a little,Prices will increase a little,Somewhat worse off,Somewhat better off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Third quintile,Prices went up a lot,Prices will increase a little,Somewhat worse off,Somewhat worse off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,First quintile,Prices went up a lot,Prices will increase a lot,Somewhat worse off,Somewhat better off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,71 and older,Third quintile,Prices went up a lot,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,71 and older,Second quintile,Prices went up a lot,Prices will increase a lot,Somewhat worse off,Somewhat worse off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Third quintile,Prices went up a lot,Prices will decrease a lot,Somewhat worse off,Somewhat better off,No changes,Yes (raise or second job),Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Third quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Fifth quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fifth quintile,Prices went up a little,Prices will increase a little,Somewhat worse off,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,First quintile,Prices went up a lot,Prices will increase a lot,Somewhat worse off,About the same,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices stayed exactly the same,Prices will be exactly the same,Much better off,Much better off,Yes (cheaper or fewer goods),No changes,Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices went up a lot,Prices will increase a little,Much worse off,Much better off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a lot,Prices will increase a lot,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,71 and older,Fourth quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,71 and older,First quintile,Prices went up a little,Prices will increase a little,About the same,About the same,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices went up a lot,Prices will increase a little,Somewhat better off,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,First quintile,Prices went up a little,Prices will increase a little,Somewhat worse off,Somewhat worse off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Second quintile,Prices went up a lot,Prices will increase a lot,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Third quintile,Prices went up a little,Prices will increase a little,Somewhat worse off,Somewhat worse off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Fifth quintile,Prices stayed exactly the same,Prices will decrease a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Third quintile,Prices went up a lot,Prices will increase a lot,Much worse off,Much worse off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Third quintile,Prices went up a little,Prices will increase a little,About the same,Somewhat better off,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Third quintile,Prices went up a lot,Prices will increase a lot,Somewhat better off,Somewhat better off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Third quintile,Prices went up a lot,Prices will increase a little,Somewhat worse off,Somewhat worse off,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,First quintile,Prices went up a lot,Prices will increase a little,About the same,About the same,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,First quintile,Prices went up a little,Prices will increase a little,Somewhat worse off,Somewhat worse off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,First quintile,Prices went up a lot,Prices will increase a lot,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,71 and older,Second quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices went up a lot,Prices will increase a little,About the same,Somewhat better off,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices went up a lot,Prices will increase a lot,Much worse off,Much worse off,Yes (cheaper or fewer goods),No changes,Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Second quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fifth quintile,Prices went up a little,Prices will increase a little,Somewhat worse off,About the same,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,First quintile,Prices went up a little,Prices will decrease a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,First quintile,Prices went up a lot,Prices will increase a lot,About the same,Somewhat better off,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a lot,Prices will increase a lot,About the same,About the same,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Fifth quintile,Prices went up a lot,Prices will increase a little,Much better off,Somewhat better off,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,71 and older,Second quintile,Prices went up a lot,Prices will increase a lot,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,71 and older,First quintile,Prices went up a lot,Prices will be exactly the same,About the same,About the same,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Second quintile,Prices went down little,Prices will be exactly the same,About the same,Somewhat better off,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices went up a lot,Prices will increase a lot,Much better off,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a lot,Prices will increase a lot,About the same,About the same,Yes (cheaper or fewer goods),No changes,Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,71 and older,Second quintile,Prices went up a lot,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Second quintile,Prices went up a lot,Prices will increase a lot,Much worse off,Much worse off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Third quintile,Prices went up a lot,Prices will increase a lot,Much better off,Somewhat better off,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Second quintile,Prices went up a little,Prices will increase a little,Much better off,Much better off,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,71 and older,Second quintile,Prices went up a little,Prices will increase a little,Somewhat worse off,Somewhat worse off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,71 and older,First quintile,Prices went up a little,Prices will increase a little,About the same,About the same,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,First quintile,Prices went up a little,Prices will increase a little,About the same,About the same,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Second quintile,Prices went up a little,Prices will increase a little,Somewhat better off,Somewhat better off,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Third quintile,Prices stayed exactly the same,Prices will be exactly the same,Somewhat better off,Somewhat better off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,First quintile,Prices went up a little,Prices will increase a lot,About the same,Somewhat worse off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Third quintile,Prices went up a lot,Prices will increase a lot,Somewhat worse off,Somewhat worse off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Fifth quintile,Prices went up a lot,Prices will increase a lot,Somewhat worse off,Somewhat worse off,No changes,Yes (raise or second job),Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a lot,Prices will increase a lot,Somewhat worse off,Somewhat worse off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,First quintile,Prices went up a lot,Prices will increase a little,About the same,About the same,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices stayed exactly the same,Prices will be exactly the same,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Third quintile,Prices went up a little,Prices will decrease a little,Somewhat worse off,Somewhat better off,Yes (cheaper or fewer goods),No changes,Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fifth quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fifth quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,First quintile,Prices went up a lot,Prices will increase a lot,Somewhat worse off,Somewhat worse off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fifth quintile,Prices went up a lot,Prices will increase a little,Somewhat better off,Somewhat better off,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Third quintile,Prices went up a lot,Prices will increase a lot,About the same,Somewhat worse off,No changes,No changes,Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Third quintile,Prices went up a lot,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a lot,Prices will increase a lot,About the same,Somewhat better off,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices went up a little,Prices will increase a little,Somewhat better off,Somewhat better off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Second quintile,Prices went down a lot,Prices will decrease a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a little,Prices will increase a little,About the same,Somewhat worse off,No changes,No changes,Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fourth quintile,Prices went up a little,Prices will increase a little,Somewhat worse off,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Third quintile,Prices went up a lot,Prices will increase a lot,About the same,About the same,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a lot,Prices will increase a little,About the same,About the same,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a lot,Prices will increase a lot,Much worse off,Somewhat worse off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,First quintile,Prices went up a little,Prices will increase a little,About the same,Somewhat worse off,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Fourth quintile,Prices went up a lot,Prices will increase a lot,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fourth quintile,Prices went up a little,Prices will be exactly the same,About the same,About the same,Yes (cheaper or fewer goods),No changes,Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Second quintile,Prices went up a lot,Prices will increase a little,Somewhat worse off,Somewhat better off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Second quintile,Prices went up a lot,Prices will increase a lot,Somewhat better off,Somewhat better off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went down a lot,Prices will decrease a lot,Somewhat worse off,About the same,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Fourth quintile,Prices went up a lot,Prices will increase a lot,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices went up a lot,Prices will increase a lot,Much worse off,Much worse off,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fourth quintile,Prices went up a little,Prices will increase a little,Somewhat worse off,Somewhat worse off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fourth quintile,Prices stayed exactly the same,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Third quintile,Prices stayed exactly the same,Prices will be exactly the same,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,First quintile,Prices went up a lot,Prices will increase a lot,Somewhat worse off,Somewhat worse off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,First quintile,Prices went up a little,Prices will increase a little,About the same,About the same,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Third quintile,Prices went up a lot,Prices will increase a little,Much worse off,Much worse off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,18-34,Fourth quintile,Prices went up a lot,Prices will increase a little,Somewhat worse off,Somewhat better off,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Second quintile,Prices went up a little,Prices will increase a little,Somewhat worse off,Somewhat worse off,No changes,No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,First quintile,Prices went up a little,Prices will increase a little,Much worse off,About the same,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fourth quintile,Prices went up a lot,Prices will increase a lot,Much better off,Somewhat better off,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,71 and older,Fifth quintile,Prices went up a lot,Prices will increase a lot,About the same,About the same,No changes,No changes,Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Third quintile,Prices went up a lot,Prices will increase a lot,About the same,Somewhat worse off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,First quintile,Prices went up a lot,Prices will increase a lot,Somewhat worse off,Somewhat worse off,Yes (cheaper or fewer goods),No changes,No changes
21,147200,147650,"ES, EL, PT, DE",DE,35-49,Fifth quintile,Prices went up a lot,Prices will increase a little,Somewhat worse off,Somewhat worse off,Yes (cheaper or fewer goods),Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Fifth quintile,Prices went up a little,Prices will increase a little,About the same,Somewhat worse off,No changes,Yes (raise or second job),No changes
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Third quintile,Prices went up a lot,Prices will increase a little,Somewhat worse off,Somewhat worse off,Yes (cheaper or fewer goods),No changes,Yes (purchased durable goods)
21,147200,147650,"ES, EL, PT, DE",DE,50-70,Third quintile,Prices went up a lot,Prices will increase a lot,Somewhat better off,About the same,No changes,No changes,No changes
